Id,Sentence,Answer,Avg_MSE,Type
69aoDg, She begins to take the curlers out of her hair.,"[1, 2, 3, 4]",10107.032,Scene Cut
FpDFdP,"The man begins by holding tools, then moves to trim the grass along the edge, and finally mows the lawn, showcasing a clear progression of landscaping tasks.","[2, 3, 4, 1]",6547.768,Scene Cut
f4OLy8,"The skier descends the slope, navigating through trees as the camera tilts slightly right, then moves forward onto a wider path and stops behind others waiting in line at the ski lift.","[3, 4, 1, 2]",7261.2715,Scene Cut
qbecrp, man is putting red tape on bicycle bars.,"[3, 4, 2, 1]",3819.5178,Scene Cut
DTlQjE,"The flames grow larger as hands adjust the burning sticks, then two individuals lean closer to the fire pit, adding kindling and tending to the growing flames.","[3, 2, 1, 4]",5808.059,Scene Cut
PsCqot,"The video begins with a clear liquid in a measuring cup, then transitions to a red mixture being poured, followed by the addition of ingredients, and finally presents a completed drink in a cup.","[1, 2, 4, 3]",4409.031,Scene Cut
yNj6vz,"The camera zooms in as a hair roller moves to the woman's hands, wrapping hair around it, then zooms out to reveal a person smoothing the ceiling with a tool, continuing to apply paint consistently.","[1, 4, 2, 3]",5166.5024,Scene Cut
vsLuez,"A diver stands on the platform, then jumps into the pool, creating a splash as others swim nearby. The scene captures the excitement of diving and swimming activities.","[1, 4, 2, 3]",3667.4417,Scene Cut
0dEvpp,"The comb exits as the spray can moves right, misting over styled hair; then, the clippers recede as the barber's fingers approach the client's hair, with the camera slightly shifting right.","[2, 3, 4, 1]",8243.499,Scene Cut
ighHRO," They shake each other's hands, then start fighting in the ring of people.","[3, 1, 2, 4]",3023.7402,Scene Cut
nx8Euo,  The children land and get up and run off.,"[2, 3, 1, 4]",4429.9004,Scene Cut
B0T7ZS,"The player begins to slide a blue disc down the shuffleboard, then follows with a red disc, while the arrangement of discs changes throughout the game.","[4, 2, 1, 3]",4594.0024,Scene Cut
GzDCuf,"The timer vanishes as two individuals assemble a wheel, then hands secure a bike component, and contact information fills the screen.","[2, 4, 1, 3]",9496.065,Scene Cut
U7YPpg,"A coach hands a pole to a female athlete, transitioning to a male athlete holding it to jump; then, a gymnast confidently balances on the beam and walks steadily forward as the camera slightly pans left.","[1, 2, 3, 4]",3957.03,Scene Cut
cBwllb, Another later tries to shoot a goal but is blocked by the goalie.,"[4, 2, 3, 1]",3339.943,Scene Cut
kmiZX4, A security guard accosts him and escorts him away.,"[4, 2, 1, 3]",6363.582,Scene Cut
idZe7w," She goes between his legs, sliding outward and injuring her neck.","[4, 1, 2, 3]",633.3532,Fine-grained
6Zgjmk,"A person rides a horse outdoors, transitioning to the horse peering from its stall behind bars, then cleans the horse's hoof, moves to another, and the scene ends with contact information on a black background.","[2, 3, 4, 1]",8771.372,Scene Cut
yKGbhb, The now cleaned vehicle pulls out of the garage and drives away from the business.,"[4, 3, 1, 2]",3796.172,Scene Cut
O0x14Y,"A man walks along the traffic, then begins to play the bagpipes as he approaches a truck, moving further down the road while continuing to play.","[2, 1, 4, 3]",8612.927,Scene Cut
gN1PUI, The man in peach lines back up and shoots three darts at the dart board and removes them.,"[1, 4, 2, 3]",4899.249,Scene Cut
no4GJy," With the use of a paintbrush, he covers the table with the liquid.","[3, 4, 1, 2]",2328.3164,Scene Cut
iaEe8g,"The camera pans from a decorated room to a woman painting a table, then shifts to hands placing a pink figure atop a cake after adding yellow fondant details.","[3, 4, 1, 2]",5675.0444,Scene Cut
Z5hpCD, The man mixes the ingredients into a glass together and juices a lime into the glass.,"[2, 1, 4, 3]",10429.897,Scene Cut
wVXQh1,"A white nail is detailed with a black spider web design as the camera zooms out to reveal social media details, then the focus shifts to hair being sectioned and spread apart as braiding begins.","[1, 2, 3, 4]",7578.0767,Scene Cut
E8tww9,"The man turns right towards a mirror with shaving text appearing, while the camera then zooms in on a person approaching a mirror after using a towel, inserting something into their eye.","[1, 2, 3, 4]",7939.564,Scene Cut
aTi1JG, The man flips the woman and swings her around.,"[1, 2, 3, 4]",3168.3752,Scene Cut
em7AKe," The boy brushes the lid of the pot, and an adult put  plates in the pot and the boy took it out and dip the fork.","[4, 2, 3, 1]",3208.4805,Scene Cut
KOkX91, The girl slides down a steep orange slide.,"[2, 1, 4, 3]",2935.8074,Scene Cut
EATSrR,"The woman begins to twist her hair to the side, then continues to roll it into a bun, and finally secures the style at the back of her head.","[1, 2, 3, 4]",6766.229,Scene Cut
B8fWxe, woman is showing in a bar how to prepare a cocktail.,"[1, 2, 3, 4]",3831.5388,Scene Cut
10c4bf,"The hand inserts a blue tool into the wheel's center as the camera zooms in, then the bike component exits the frame, replaced by contact information on a black background.","[3, 2, 4, 1]",13535.122,Scene Cut
E8FlQ7,"The person begins to twist sections of hair, then continues to secure them into place, gradually forming a styled updo as they work from the bottom to the top.","[1, 2, 3, 4]",3823.704,Scene Cut
rmc8yw,  A weightlifter lifts over three bar bells above his head squatting under the weight as other gym attendees look on as he hoists the weight above his head and then allows the bell to fall to the floor.,"[3, 2, 1, 4]",2493.9148,Scene Cut
qHqt0R, A girl in the back ground does a floor routine.,"[4, 3, 2, 1]",1884.3125,Scene Cut
XmJJJK, He stirs the pot and pours the pasta into a strainer.,"[3, 1, 2, 4]",4455.973,Scene Cut
exQ0Kf,  Next we see them again seated on the sand facing each other as they begin to build something in the sand.,"[4, 1, 2, 3]",6618.943,Scene Cut
9zdzkI,"The person lowers their hand to resume playing the congas, then another person plays the conga drums while standing, as a fan rotates slightly counter-clockwise nearby.","[3, 1, 2, 4]",8514.194,Scene Cut
7TwSnV,"The divers transition from the pool surface to underwater, facing each other and demonstrating hand signals, while the skier glides across the water, moves slightly left, and recedes from the camera as the scene zooms out.","[3, 4, 2, 1]",4311.7993,Scene Cut
FmF4Mh,"The cyclist handles the tire and prepares to inflate it with a hand pump or CO2 inflator, while the scene shifts indoors where a person tightens the handlebars and then lowers themselves to check the bike's components.","[3, 4, 2, 1]",4500.2563,Scene Cut
qDwP0n, He picks up a swiffer broom and starts to use it.,"[3, 1, 4, 2]",4823.9917,Scene Cut
xYE3Cl,"The surfer begins to paddle out, then moves into a wave, followed by riding it while crouching, and finally stands confidently on the board as water splashes around.","[4, 3, 1, 2]",7901.8726,Scene Cut
fgJyt9, She gets a dermal piercing in her cheek.,"[3, 2, 4, 1]",10462.464,Scene Cut
jW6EId, The lady spins and catches her baton again.,"[1, 3, 2, 4]",849.02704,Scene Cut
HBj8H9, One of the girls leaves and the other girl continues dancing alone.,"[4, 1, 2, 3]",3191.9717,Scene Cut
YuoE1H, She sprays the horse's tail and starts brushing it.,"[4, 3, 1, 2]",3055.3625,Scene Cut
5EdOzR,"The hand tightens a bolt on the bike wheel and then adjusts the pedal with a wrench as the camera zooms out, followed by a gift being unwrapped and placed among other presents on a table as the view widens.","[2, 1, 4, 3]",5829.103,Scene Cut
E6DQmJ,"Children transition from riding an elephant to a camel, which moves right behind palm trees, then a rider on a horse trots left while the camera pans right, maintaining a steady pace.","[3, 4, 2, 1]",3211.0725,Scene Cut
ka2i3z, He shows off his legs and then runs an electric razor down his legs shaving off the hair.,"[1, 2, 3, 4]",1690.0684,Scene Cut
eQ64NV,"The camera shifts from baking soda, vinegar, and detergent on the counter to focus on the empty sink, where water flows as a sponge scrubs, then exits, replaced by a cloth wiping left across the sink.","[1, 2, 3, 4]",3175.25,Scene Cut
pVgJIn, They use a blue tool to take the chain apart.,"[4, 1, 3, 2]",3310.239,Scene Cut
KpiIS7, He gets up and raises his hands up high in victory.,"[1, 4, 2, 3]",1323.0631,Scene Cut
qpiEOF, The men continue to put boards up on the fence and end by presenting it to the camera.,"[1, 2, 3, 4]",6426.2227,Scene Cut
ks270T, The first man bounces and flips off.,"[2, 4, 3, 1]",6301.5664,Scene Cut
rCJyUd,People dive into the pool and start swimming.,"[4, 1, 2, 3]",1785.5605,Scene Cut
OxtN7u,"The person begins by standing near the stove, then moves to the counter to prepare lemons, raises a container to pour liquid, and finally gestures while speaking.","[4, 3, 2, 1]",2005.9645,Scene Cut
6JDJwp," Then the child stops, then start to walk until start sliding on the hill.","[1, 3, 2, 4]",8066.826,Scene Cut
BMsXXn, A man falls down and is dragged by the boat through the water.,"[2, 3, 4, 1]",4236.163,Scene Cut
7cjIUM,"A pink object is moved closer to the camera and then used to brush hair, followed by hair being twisted to the side and rolled into a bun, ending with it being partially braided as the camera pans right.","[2, 3, 1, 4]",7948.2095,Scene Cut
ubSfbI,"The camera tilts down as the climber secures a carabiner at waist level, then shifts to a hand tightening a bike component before a cyclist rides down a bike store aisle.","[1, 2, 3, 4]",3470.1785,Scene Cut
U8DCRk,"Now there are people jumping into the water with their bouncy stilts, then back in a large grassy area until a black screen appears and a lot of white words and websites scroll quickly from bottom to top.","[1, 2, 3, 4]",10048.173,Scene Cut
U0I5iV," Then, the man loose the  lug nuts of the tire, and then reads the manual.","[4, 3, 1, 2]",7187.4453,Scene Cut
1zi47D,"The person begins by standing near the stove, then moves to the counter to cut lemons, and finally gathers the lemons to place them on a plate.","[1, 4, 2, 3]",2496.1658,Scene Cut
FsrP64,"The woman leans forward as the man lowers his gaze, then the camera tilts slightly to follow a crowd of kids moving left, advancing with energy into the race.","[1, 3, 2, 4]",7779.947,Scene Cut
Xkhhbr,"The hot dog stand recedes as the camera zooms out, revealing a wider river view, then a person stands up on a makeshift board, raising the tow handle, as the camera zooms in on the gliding action.","[1, 2, 3, 4]",6804.1157,Scene Cut
CBH7w0,"The camera pans to an overhead view, revealing the bustling bike shop, then shifts to a close-up of a bike's rear wheel being adjusted outdoors, before transitioning to a person sitting indoors at a table.","[4, 1, 2, 3]",5123.149,Scene Cut
8qWzHd," He bends down and works his way up with great effort, finally lifting the barbell over his head.","[1, 4, 3, 2]",1032.6084,Scene Cut
T3zD8s," Next, they use a knife to cut the face into the pumpkin.","[4, 1, 2, 3]",6281.918,Scene Cut
pEJpg5,A person is seen riding on a horse into a pit chasing down a baby calf.,"[2, 1, 4, 3]",2648.4353,Scene Cut
DaHK1Y,"The flames intensify and smoke rises from the twigs, then the camera shifts left, revealing a person kneeling with a box as the firewood exits the frame.","[4, 3, 2, 1]",3871.7932,Scene Cut
uffIoY, Then she stirs it up and takes the sausage out to cut them into tiny pieces and she lets them cook some more.,"[1, 2, 3, 4]",7410.232,Scene Cut
gTMhDA,"The person begins by holding a container labeled ""Radiant Red,"" then applies the red product to their nail, followed by using a brush, and finally files the nail.","[2, 4, 1, 3]",11630.684,Scene Cut
cVL4p0, They drop the weight to the ground.,"[2, 4, 3, 1]",1454.9828,Scene Cut
IuUbsV,"She begins to pour a liquid from a bottle into a measuring cup, then moves to pour it into a larger container, and finally gestures while explaining something.","[2, 4, 3, 1]",2164.6116,Scene Cut
XYNeF6,"The camera zooms in on the water droplet model, revealing its internal infrared sensor, then shifts to a person applying red tape to a bike handlebar, wrapping it around and securing it as the view zooms out.","[3, 2, 1, 4]",3726.0225,Scene Cut
6DSLK7,  Another man is shown outdoors using the hunting bow to shoot a target.,"[2, 4, 1, 3]",3856.1965,Scene Cut
rlXVck, More people climb into the water and sit on top of their tubes.,"[3, 1, 4, 2]",3374.8367,Scene Cut
vv8Nbl, They are put in a pan and covered with water.,"[2, 4, 3, 1]",1933.4264,Scene Cut
cDMaJY,"A skateboarder glides along a path, then transitions to a street, moves onto a ramp, and finally balances on the board in an open area.","[1, 3, 2, 4]",8572.684,Scene Cut
ZXFtKg," All the cars are stuck on the track, then one car gets out and the others get free to continue driving.","[1, 2, 3, 4]",4049.5159,Scene Cut
SK7PKu, The man stands up and walks away while playing.,"[2, 3, 4, 1]",5117.9863,Scene Cut
BjZugH,"The person raises their hand to gather and twist their hair while looking down, then secures the twisted sections into an updo by adjusting them upward from the bottom to the top.","[4, 3, 2, 1]",6188.81,Scene Cut
oJzE1p,"The person stands in the snow, then sits with others on a snow mound, followed by sliding down a slope, and finally walking through a snowy village.","[1, 2, 4, 3]",11927.684,Scene Cut
