id,sentence,shown_images,target
ohooE5," She stands up, and takes her friend's hand.","['ohooE5_cwp.jpg', 'ohooE5_lgz.jpg', 'ohooE5_pkf.jpg', 'ohooE5_ivy.jpg']","[4, 1, 2, 3]"
EwZPJR,"The camera zooms in on a cheering crowd waving flags, then pans to players in action on the sand as the game progresses.","['EwZPJR_eop.jpg', 'EwZPJR_xsk.jpg', 'EwZPJR_jfr.jpg', 'EwZPJR_dwh.jpg']","[3, 4, 1, 2]"
HdmIUg,"The yellow bottle is raised towards the blonde woman as she leans forward and the dogs shift left; then, a rag wraps around fingers near boots, and the camera pans up to focus on the person's face.","['HdmIUg_jan.jpg', 'HdmIUg_ldh.jpg', 'HdmIUg_qtg.jpg', 'HdmIUg_saw.jpg']","[4, 2, 1, 3]"
96juJx,"The performer moves right as the camera pans left, then a glowing hula hoop spins before transitioning to branding logos on a black background.","['96juJx_ojk.jpg', '96juJx_prn.jpg', '96juJx_xtd.jpg', '96juJx_ycj.jpg']","[2, 3, 4, 1]"
jUSBFl, Another dog jumps up on the fence behind them.,"['jUSBFl_yxf.jpg', 'jUSBFl_lph.jpg', 'jUSBFl_fcz.jpg', 'jUSBFl_ppd.jpg']","[1, 4, 2, 3]"
TvJ7dF, The final product is taken from the fry pan and placed on a white plate.,"['TvJ7dF_ldx.jpg', 'TvJ7dF_ztk.jpg', 'TvJ7dF_nvn.jpg', 'TvJ7dF_rap.jpg']","[3, 4, 2, 1]"
Tn7exo,"A wet dog moves towards the gate, turning its head right, as a person kneels on the right, then shifts to the center, facing away, while the camera tilts slightly down over the tiled floor.","['Tn7exo_ofr.jpg', 'Tn7exo_vdl.jpg', 'Tn7exo_vfu.jpg', 'Tn7exo_zdh.jpg']","[1, 3, 2, 4]"
YILhwV,"A skier glides across the water and exits the scene, replaced by a promotional message, then ""Thanks for watching!"" appears and fades to black.","['YILhwV_cok.jpg', 'YILhwV_cyo.jpg', 'YILhwV_wva.jpg', 'YILhwV_yqf.jpg']","[3, 4, 2, 1]"
gpLxe8,"Three friends sit on a log before the scene zooms to the G-Form logo; then the ""Round Texel 2011 'EXTREME'"" title fades, revealing sailors launching a boat into the water.","['gpLxe8_njb.jpg', 'gpLxe8_pgv.jpg', 'gpLxe8_psn.jpg', 'gpLxe8_rjq.jpg']","[1, 2, 4, 3]"
La8AnW,"The woman kneels, raises a card while sitting, then another woman, holding a toothbrush, turns her head from facing forward to looking left.","['La8AnW_gcj.jpg', 'La8AnW_lmg.jpg', 'La8AnW_qpm.jpg', 'La8AnW_xks.jpg']","[3, 2, 4, 1]"
dgod4z," Then, the person adds the garlic in the hot oil in a pan.","['dgod4z_mie.jpg', 'dgod4z_jdt.jpg', 'dgod4z_ywx.jpg', 'dgod4z_qlw.jpg']","[4, 3, 1, 2]"
b0IVMo,"The person shifts a wrapped gift to the right while wrapping it, then the camera zooms in on the woman as she describes the tattoo sensation, with subtitles appearing on the screen.","['b0IVMo_qay.jpg', 'b0IVMo_mns.jpg', 'b0IVMo_ogb.jpg', 'b0IVMo_hzo.jpg']","[2, 4, 1, 3]"
ZnPtX4, She proceeds to add water to the pitcher in order to dilute.,"['ZnPtX4_ukw.jpg', 'ZnPtX4_gzq.jpg', 'ZnPtX4_pux.jpg', 'ZnPtX4_ywi.jpg']","[4, 2, 1, 3]"
5lXBsh,"The video opens with colorful shapes, then transitions to a name display, followed by a man playing drums, and finally sitting down to speak.","['5lXBsh_dqb.jpg', '5lXBsh_fjh.jpg', '5lXBsh_ocn.jpg', '5lXBsh_hqh.jpg']","[3, 4, 2, 1]"
mhqsJz,"A group gathers around an ice hole with one person leaning over as the camera tilts down, then shifts to show people kneeling near the ice with a wider view, including the surroundings and a fishing rod.","['mhqsJz_bnd.jpg', 'mhqsJz_oeq.jpg', 'mhqsJz_ssv.jpg', 'mhqsJz_wsh.jpg']","[2, 1, 4, 3]"
O4l4oh, The person reaches the bottom of the slope and looks up.,"['O4l4oh_ont.jpg', 'O4l4oh_rbo.jpg', 'O4l4oh_tox.jpg', 'O4l4oh_vhd.jpg']","[2, 3, 1, 4]"
MphJ6i,"The video opens with the title ""BMX Season 1 Episode 4,"" then transitions to riders at a BMX track, followed by a view from above as one rider pedals forward.","['MphJ6i_rpz.jpg', 'MphJ6i_aly.jpg', 'MphJ6i_uqh.jpg', 'MphJ6i_kad.jpg']","[3, 1, 2, 4]"
LAzJyL, The men in red all high five.,"['LAzJyL_oji.jpg', 'LAzJyL_pxq.jpg', 'LAzJyL_ujm.jpg', 'LAzJyL_zny.jpg']","[4, 2, 1, 3]"
zE73PQ,"The tutorial begins with an introduction on wearing circle lenses, then demonstrates pulling down the lower eyelids, followed by repeating the process for the other eye.","['zE73PQ_byx.jpg', 'zE73PQ_qra.jpg', 'zE73PQ_xjv.jpg', 'zE73PQ_zfs.jpg']","[2, 4, 3, 1]"
UjvfBb,A person is seen filling up a sink with water and holding a rag in the water.,"['UjvfBb_iwf.jpg', 'UjvfBb_zhu.jpg', 'UjvfBb_lwx.jpg', 'UjvfBb_epc.jpg']","[4, 1, 3, 2]"
kIK68f,"The man raises the harmonica to his mouth, then moves his hands closer, creating a cupped shape around it, and finally lowers his hands while continuing to play.","['kIK68f_dda.jpg', 'kIK68f_jqn.jpg', 'kIK68f_kyz.jpg', 'kIK68f_lpt.jpg']","[2, 1, 4, 3]"
N3gT51, A man falls on a table and breaks it.,"['N3gT51_yff.jpg', 'N3gT51_ext.jpg', 'N3gT51_yei.jpg', 'N3gT51_wai.jpg']","[4, 2, 1, 3]"
ORhBye," The man completes the construction, then turns off the camera.","['ORhBye_kbn.jpg', 'ORhBye_asx.jpg', 'ORhBye_gmo.jpg', 'ORhBye_szz.jpg']","[2, 4, 1, 3]"
ZrraZ4,"The child exits the tunnel and crawls up the playground steps, then crawls away from the camera on a colorful mat before standing to climb up a slide.","['ZrraZ4_ahp.jpg', 'ZrraZ4_drm.jpg', 'ZrraZ4_krv.jpg', 'ZrraZ4_rhz.jpg']","[1, 4, 2, 3]"
5Q4Fe6,"The person stands on the dock, then moves into the water while wakeboarding, followed by a joyful ride behind the boat, and finally glides through the water with friends.","['5Q4Fe6_ptv.jpg', '5Q4Fe6_zym.jpg', '5Q4Fe6_dnx.jpg', '5Q4Fe6_jef.jpg']","[3, 4, 1, 2]"
jjJ1tZ,"The camera tilts down and zooms in as a hand reaches for the bike's rear wheel, then shifts from a close-up of the chain to a wider view, revealing the rear wheel and surrounding area.","['jjJ1tZ_rjv.jpg', 'jjJ1tZ_sbk.jpg', 'jjJ1tZ_xts.jpg', 'jjJ1tZ_yzg.jpg']","[1, 2, 4, 3]"
qxdBAf,"The bartender measures ingredients into a blender and adds a plate from the left, then the scene shifts to garnishing a cocktail with an orange peel, concluding with a close-up of a green logo on a white background.","['qxdBAf_upz.jpg', 'qxdBAf_jwk.jpg', 'qxdBAf_kkt.jpg', 'qxdBAf_api.jpg']","[4, 3, 2, 1]"
no4GJy," With the use of a paintbrush, he covers the table with the liquid.","['no4GJy_bzm.jpg', 'no4GJy_jez.jpg', 'no4GJy_ktr.jpg', 'no4GJy_mch.jpg']","[3, 4, 1, 2]"
ECm9uh,"The person begins to clear snow from the car's rear, then moves to the side, and finally raises the snow brush to clear the back window.","['ECm9uh_ddp.jpg', 'ECm9uh_kcr.jpg', 'ECm9uh_ref.jpg', 'ECm9uh_wwy.jpg']","[1, 4, 3, 2]"
mNgLR4,A person is putting black icing on a cake.,"['mNgLR4_izu.jpg', 'mNgLR4_zan.jpg', 'mNgLR4_hsf.jpg', 'mNgLR4_qxn.jpg']","[4, 1, 3, 2]"
4Vd2eC,"The snowboarder begins to glide across the snow, then moves closer to the snowmobile, which pulls a person on a sled, creating tracks in the fresh snow.","['4Vd2eC_cho.jpg', '4Vd2eC_msz.jpg', '4Vd2eC_ngm.jpg', '4Vd2eC_nkf.jpg']","[1, 3, 4, 2]"
KOqxcH,"The dancers begin to move closer, then engage in a tight embrace, transitioning from a graceful dance to a more intimate pose, showcasing their connection throughout the performance.","['KOqxcH_imj.jpg', 'KOqxcH_khv.jpg', 'KOqxcH_tyz.jpg', 'KOqxcH_wrt.jpg']","[2, 1, 4, 3]"
J2HaNt,"The skater descends the hill, exits the frame as another enters, then moves down the street, lowers his stance approaching a car, and accelerates away with the camera slightly zooming in.","['J2HaNt_egh.jpg', 'J2HaNt_esl.jpg', 'J2HaNt_xjy.jpg', 'J2HaNt_ycm.jpg']","[3, 2, 1, 4]"
M9lWYu,"The musician shifts slightly as the camera pans left against a red rock backdrop, then the scene transitions to cowboys on horseback before focusing on a rider interacting with a barrel as a bull approaches.","['M9lWYu_adm.jpg', 'M9lWYu_hti.jpg', 'M9lWYu_mpv.jpg', 'M9lWYu_ron.jpg']","[2, 1, 4, 3]"
gApOSd, The driver then uses an electric car jack to lift the car wheel up instead.,"['gApOSd_fsb.jpg', 'gApOSd_nou.jpg', 'gApOSd_das.jpg', 'gApOSd_foe.jpg']","[2, 1, 4, 3]"
s61sLO,"A barbell shifts right as a person lifts it with the camera zooming out slightly, then another barbell is lifted and lowered to the ground with the camera panning slightly left.","['s61sLO_fej.jpg', 's61sLO_biz.jpg', 's61sLO_euh.jpg', 's61sLO_ydb.jpg']","[2, 1, 3, 4]"
7PgP3u,"A peeled potato is placed beside a peeler with a label above, then a small object on a plate ignites, producing a vertically rising flame.","['7PgP3u_gnm.jpg', '7PgP3u_fja.jpg', '7PgP3u_efr.jpg', '7PgP3u_lrm.jpg']","[2, 1, 3, 4]"
vivvC2,A middle age woman is shown squatting down picking up snow and dumping it in pile.,"['vivvC2_dqw.jpg', 'vivvC2_egq.jpg', 'vivvC2_omi.jpg', 'vivvC2_ysr.jpg']","[1, 2, 3, 4]"
tOYyZX,A woman is seen speaking to the camera while holding a rag and cleaner and leads into her spraying down the gloves and moving them along a piano.,"['tOYyZX_lft.jpg', 'tOYyZX_knu.jpg', 'tOYyZX_jta.jpg', 'tOYyZX_jwi.jpg']","[4, 1, 2, 3]"
DbDmFE, We see the person wrap to bottles in the fabric together.,"['DbDmFE_hlt.jpg', 'DbDmFE_opc.jpg', 'DbDmFE_qxh.jpg', 'DbDmFE_iwz.jpg']","[4, 2, 3, 1]"
Bocelv,"Two curlers sweep a stone, transitioning to a close-up of a thumbs-up; simultaneously, a pedal is attached to a bike, then the view zooms out to reveal a person adjusting the tire.","['Bocelv_fix.jpg', 'Bocelv_omp.jpg', 'Bocelv_sip.jpg', 'Bocelv_zqw.jpg']","[3, 2, 4, 1]"
oLvPEK, The woman mixes various ingredients together in a bowl and leads into her putting clumps of dough onto a pan.,"['oLvPEK_txx.jpg', 'oLvPEK_cbx.jpg', 'oLvPEK_fjd.jpg', 'oLvPEK_yrw.jpg']","[4, 2, 3, 1]"
0FKinS,"The camera zooms in as the artist adds green between pink petals, then shifts to a brush forming a curved line, completing the word ""Joyce"" with additional details.","['0FKinS_wbb.jpg', '0FKinS_cwo.jpg', '0FKinS_weq.jpg', '0FKinS_nky.jpg']","[3, 2, 4, 1]"
awK36H,"The player dribbles towards the basket, then sits facing the camera with a zoom in, as the person moves from cutting lemons on the counter to placing them near the juicer, shifting left.","['awK36H_bef.jpg', 'awK36H_jsg.jpg', 'awK36H_mkh.jpg', 'awK36H_smj.jpg']","[2, 3, 1, 4]"
URZEc4,"The child lowers her hand onto the sand mound, continuing to build, then transitions from standing on a platform to hanging from bars, extending her legs downward while holding on.","['URZEc4_fxn.jpg', 'URZEc4_qld.jpg', 'URZEc4_rkz.jpg', 'URZEc4_wqd.jpg']","[2, 1, 3, 4]"
uRZIk4, She walks down the lane while dancing and singing.,"['uRZIk4_abr.jpg', 'uRZIk4_zsi.jpg', 'uRZIk4_vqz.jpg', 'uRZIk4_fhy.jpg']","[2, 4, 3, 1]"
r62AiH,"The players walk along the track, then move onto the field for practice, followed by a close-up of gameplay, and finally, a wider view of the team on the field.","['r62AiH_gip.jpg', 'r62AiH_mfv.jpg', 'r62AiH_vty.jpg', 'r62AiH_yti.jpg']","[1, 4, 2, 3]"
8azJGn,"A person mops the floor, stepping right as the camera pans left; then a player in yellow moves right on the court, followed closely by another player, both holding racquets.","['8azJGn_gby.jpg', '8azJGn_teh.jpg', '8azJGn_bth.jpg', '8azJGn_ryr.jpg']","[3, 2, 1, 4]"
5VRUVr, A teen grabs the ball in the air and throws to another girl.,"['5VRUVr_oou.jpg', '5VRUVr_wel.jpg', '5VRUVr_gax.jpg', '5VRUVr_txz.jpg']","[1, 3, 4, 2]"
pnEzZT," She prepares the bags, making them look neat before sprinkling the candies onto the top of the cake, completely covering it.","['pnEzZT_bew.jpg', 'pnEzZT_fxd.jpg', 'pnEzZT_sip.jpg', 'pnEzZT_zyn.jpg']","[1, 2, 3, 4]"
HXPuTb,"The camera pans from a diagonal to a straight-on view of the fence, then shifts to a person diving from a platform into a pool, causing a splash as onlookers watch.","['HXPuTb_dho.jpg', 'HXPuTb_flv.jpg', 'HXPuTb_mgm.jpg', 'HXPuTb_sfz.jpg']","[2, 1, 3, 4]"
lwXQbZ, the dog catches the frisbee.,"['lwXQbZ_oxr.jpg', 'lwXQbZ_ouz.jpg', 'lwXQbZ_lkn.jpg', 'lwXQbZ_yli.jpg']","[2, 1, 4, 3]"
v12ckw,"The artist begins to paint a flower with a brush, then adds more colors and details, gradually creating a vibrant composition on the canvas.","['v12ckw_lsw.jpg', 'v12ckw_jkb.jpg', 'v12ckw_pgj.jpg', 'v12ckw_piz.jpg']","[2, 1, 3, 4]"
TraI4H,"The scene opens with the word ""CHOW,"" then transitions to Laura Werlin standing in a kitchen, followed by her slicing cheese, and finally showcasing a gooey grilled cheese sandwich.","['TraI4H_jfv.jpg', 'TraI4H_qfk.jpg', 'TraI4H_thj.jpg', 'TraI4H_vqw.jpg']","[2, 3, 4, 1]"
bhHmKY," Then finally, they begin a race on a field a man wearing black crosses the finish line first.","['bhHmKY_qao.jpg', 'bhHmKY_ijw.jpg', 'bhHmKY_akc.jpg', 'bhHmKY_vvi.jpg']","[1, 3, 2, 4]"
isUgg8, They put on a blue apron and gloves.,"['isUgg8_hsz.jpg', 'isUgg8_ool.jpg', 'isUgg8_hxx.jpg', 'isUgg8_ile.jpg']","[1, 4, 2, 3]"
oZtPMs,"Spectators cheer by the track, transitioning to a close-up of a coaching logo, followed by text discussing injuries and practice intensity, remaining unchanged.","['oZtPMs_uvm.jpg', 'oZtPMs_hqj.jpg', 'oZtPMs_sdt.jpg', 'oZtPMs_nzo.jpg']","[2, 4, 1, 3]"
jkpX5M,"A window screen is removed to reveal the Jeld-Wen logo on a blue background, then the word ""CHOW"" fades out as the camera zooms out to reveal Laura Werlin in a kitchen setting.","['jkpX5M_bde.jpg', 'jkpX5M_gev.jpg', 'jkpX5M_olt.jpg', 'jkpX5M_znf.jpg']","[4, 3, 2, 1]"
YB6Ynx, The boy then pulls a string on the lawn mower.,"['YB6Ynx_gbe.jpg', 'YB6Ynx_knq.jpg', 'YB6Ynx_lva.jpg', 'YB6Ynx_nbl.jpg']","[1, 2, 3, 4]"
Ne6igC, The woman cuts paper to shape for the book.,"['Ne6igC_jcx.jpg', 'Ne6igC_shb.jpg', 'Ne6igC_tec.jpg', 'Ne6igC_vyh.jpg']","[4, 1, 2, 3]"
ndMgIN, The cat walks onto a man on the couch.,"['ndMgIN_asn.jpg', 'ndMgIN_brv.jpg', 'ndMgIN_qjk.jpg', 'ndMgIN_suu.jpg']","[1, 2, 3, 4]"
w1JqGY,  Materials are gathered and then the kite is assembled.,"['w1JqGY_irk.jpg', 'w1JqGY_nun.jpg', 'w1JqGY_ihn.jpg', 'w1JqGY_fpi.jpg']","[1, 4, 3, 2]"
EKY5M0,"A skater descends a hill in daylight and accelerates on a flat surface under nighttime lights, then slides down a road, speeding around a curve while navigating another turn.","['EKY5M0_ccu.jpg', 'EKY5M0_mmo.jpg', 'EKY5M0_vjp.jpg', 'EKY5M0_wpc.jpg']","[3, 2, 4, 1]"
9Fg5NA, She then picks up a small red bag.,"['9Fg5NA_kgb.jpg', '9Fg5NA_ukz.jpg', '9Fg5NA_dhh.jpg', '9Fg5NA_agq.jpg']","[4, 2, 1, 3]"
wGHOSN,"The sauce simmers in the pan, joined by pasta as the camera tilts upward, then pasta moves from a cooking pot to a plate with seafood added, and the camera shifts slightly right.","['wGHOSN_cpf.jpg', 'wGHOSN_dtj.jpg', 'wGHOSN_sjs.jpg', 'wGHOSN_thr.jpg']","[2, 3, 1, 4]"
HMhzGo,"The gymnast smiles and approaches teammates as the camera zooms out, then the athlete stands near the pole and leaps over it, with a camera zoom-in capturing the jump.","['HMhzGo_qfg.jpg', 'HMhzGo_wdp.jpg', 'HMhzGo_wjy.jpg', 'HMhzGo_zus.jpg']","[1, 3, 4, 2]"
cfZrrH,"The stylist finishes detailing the top with scissors, then shifts to shaping long hair into a bob and texturizing the lengths for added movement.","['cfZrrH_apk.jpg', 'cfZrrH_mgf.jpg', 'cfZrrH_pfi.jpg', 'cfZrrH_zun.jpg']","[4, 3, 1, 2]"
M6dPIt,"A man and a woman scrape frost off of a parked car's windows, windshield and wiper blades while a second woman talks to them from the side of the car in the snow.","['M6dPIt_jyt.jpg', 'M6dPIt_jlk.jpg', 'M6dPIt_aws.jpg', 'M6dPIt_lki.jpg']","[2, 3, 4, 1]"
Sl1T7V,"A skier moves away from the group and descends rapidly down the slope, followed by another skier gliding smoothly downhill as the camera pans slightly left through the snowy landscape.","['Sl1T7V_doi.jpg', 'Sl1T7V_ocb.jpg', 'Sl1T7V_wly.jpg', 'Sl1T7V_zdk.jpg']","[1, 2, 3, 4]"
0gJ6ll,"The chef begins by chopping onions and mushrooms, then cuts a lid from the bread, followed by placing raw meat into a frying pan, and finally flips the meat as it cooks.","['0gJ6ll_dri.jpg', '0gJ6ll_jsl.jpg', '0gJ6ll_nni.jpg', '0gJ6ll_ppl.jpg']","[4, 2, 3, 1]"
N6oV2R, He is laying tiles one at a time.,"['N6oV2R_msz.jpg', 'N6oV2R_xlj.jpg', 'N6oV2R_yda.jpg', 'N6oV2R_yoq.jpg']","[3, 2, 1, 4]"
67GXge,"A hand points at a wallpaper seam as the camera zooms out to reveal a patterned wall with text overlay, then a person uses a steamer to remove wallpaper, transitioning to a blue sponge wiping down the clean wall.","['67GXge_cmd.jpg', '67GXge_foq.jpg', '67GXge_iat.jpg', '67GXge_ouy.jpg']","[3, 4, 1, 2]"
jh6PD9, The people attempt to hit the drone and then are seen driving around on a golf cart around other people.,"['jh6PD9_coc.jpg', 'jh6PD9_wwc.jpg', 'jh6PD9_upr.jpg', 'jh6PD9_aes.jpg']","[2, 1, 4, 3]"
LvtFxl,"The logo fades to reveal a street scene with a person talking to an older woman; the camera then shifts indoors to a woman in a wheelchair, assisted by a man, as she raises her foot to adjust her shoe.","['LvtFxl_rbq.jpg', 'LvtFxl_eay.jpg', 'LvtFxl_aew.jpg', 'LvtFxl_cyp.jpg']","[4, 3, 2, 1]"
7jdXcZ,"The camera pans right from one athlete's back to another's front, then shifts to an athlete approaching and leaping over a pole, with a close-up capturing the jump's dynamic motion.","['7jdXcZ_cbs.jpg', '7jdXcZ_fci.jpg', '7jdXcZ_jwv.jpg', '7jdXcZ_uxq.jpg']","[1, 2, 3, 4]"
uF0fIK,"The room darkens, obscuring the woman raising a microphone and the man lowering his arms, then shifts to a dimly lit pool hall where a player moves to the center, raising a cue in celebration.","['uF0fIK_wnh.jpg', 'uF0fIK_zri.jpg', 'uF0fIK_mgp.jpg', 'uF0fIK_pho.jpg']","[3, 4, 1, 2]"
kjvb1u,"A skier falls into the snow before flipping upside down in mid-air, while two skiers move slightly left down the slope as the camera tilts upward.","['kjvb1u_lmg.jpg', 'kjvb1u_slk.jpg', 'kjvb1u_mjx.jpg', 'kjvb1u_xkr.jpg']","[3, 2, 1, 4]"
fTeotX,Two women are shown standing behind a shuffle board table when one pushes a puck across the board.,"['fTeotX_syd.jpg', 'fTeotX_obv.jpg', 'fTeotX_ryl.jpg', 'fTeotX_gam.jpg']","[4, 1, 2, 3]"
zKBaN1,"The skater moves down the road into a forested area, transitioning to a scene where a person exits a parked car, as the skateboard reappears from the bottom of the frame, moving along a path towards a puddle.","['zKBaN1_hcn.jpg', 'zKBaN1_lfy.jpg', 'zKBaN1_sos.jpg', 'zKBaN1_vqt.jpg']","[4, 1, 3, 2]"
TfOAWK,"A climber scales a rock face, transitioning to an interview with two adults and a child, before the focus returns to a climber ascending higher on a rocky surface, moving upward and slightly to the right.","['TfOAWK_jeu.jpg', 'TfOAWK_uob.jpg', 'TfOAWK_mlq.jpg', 'TfOAWK_rgv.jpg']","[4, 3, 2, 1]"
Cw6VCV,A teen puts make up to an man on his face.,"['Cw6VCV_ycm.jpg', 'Cw6VCV_xmi.jpg', 'Cw6VCV_jmv.jpg', 'Cw6VCV_qzc.jpg']","[4, 2, 3, 1]"
CYc55Q,A woman shows off her nails followed by several clips of nails being painted by a brush.,"['CYc55Q_fln.jpg', 'CYc55Q_eiw.jpg', 'CYc55Q_rkd.jpg', 'CYc55Q_plq.jpg']","[2, 1, 4, 3]"
tVgJCU, They speed through the water to catch up with another boat that is ahead of them.,"['tVgJCU_jgu.jpg', 'tVgJCU_rpf.jpg', 'tVgJCU_yqa.jpg', 'tVgJCU_ehf.jpg']","[4, 2, 1, 3]"
wbMHyN," All the men start laughing, pull the table off of the man, and only one of the men go to help the person up.","['wbMHyN_uzp.jpg', 'wbMHyN_jrv.jpg', 'wbMHyN_ehl.jpg', 'wbMHyN_jhl.jpg']","[1, 4, 3, 2]"
8Keqfh, The first man leaves the scene as a second man enters and stirs something in a bowl.,"['8Keqfh_aku.jpg', '8Keqfh_ebs.jpg', '8Keqfh_gpj.jpg', '8Keqfh_lbh.jpg']","[4, 1, 2, 3]"
4kEhI0,"The skater moves down the road, then transitions into a forested area, before the scene shifts to a car parked by the roadside, where a person exits.","['4kEhI0_aph.jpg', '4kEhI0_pdm.jpg', '4kEhI0_rsj.jpg', '4kEhI0_tll.jpg']","[3, 1, 2, 4]"
iNjbSv, A man in the rear on the right throws the ball to a player closer to the goal.,"['iNjbSv_ibt.jpg', 'iNjbSv_lho.jpg', 'iNjbSv_pzc.jpg', 'iNjbSv_vwv.jpg']","[3, 1, 4, 2]"
BdLEoj,"In the garden, one child climbs a vertical ladder while the other stands below, then two men clear branches near a shed as a dog enters from the left, with the camera panning slightly right.","['BdLEoj_dbi.jpg', 'BdLEoj_hfv.jpg', 'BdLEoj_mwv.jpg', 'BdLEoj_qfp.jpg']","[2, 4, 3, 1]"
F6dmww, He puts his hands on the table then begins to solve a rubix cube.,"['F6dmww_epu.jpg', 'F6dmww_rva.jpg', 'F6dmww_tck.jpg', 'F6dmww_yen.jpg']","[2, 4, 1, 3]"
JvWpVm,"The snowboarder pulls the sled, leaving a snowy trail as it moves away, then descends the slope, shifting from a diagonal to a centered stance as the camera tilts slightly upward.","['JvWpVm_hfo.jpg', 'JvWpVm_esp.jpg', 'JvWpVm_yzs.jpg', 'JvWpVm_dun.jpg']","[1, 4, 3, 2]"
iHfKme,"A worker applies plaster to a wall with a trowel as the camera tilts slightly upward, then two men paint a ceiling while the camera zooms in on a roller moving right, applying textured wallpaper.","['iHfKme_dnb.jpg', 'iHfKme_dpc.jpg', 'iHfKme_eza.jpg', 'iHfKme_mdn.jpg']","[2, 1, 4, 3]"
8Ye2HS, The gymnast launch a javelin in the stadium.,"['8Ye2HS_ujq.jpg', '8Ye2HS_pcc.jpg', '8Ye2HS_lsu.jpg', '8Ye2HS_qrj.jpg']","[3, 4, 2, 1]"
BfbGva, A man smashes the radio with a baseball bat.,"['BfbGva_atn.jpg', 'BfbGva_gax.jpg', 'BfbGva_dzs.jpg', 'BfbGva_qlv.jpg']","[3, 1, 4, 2]"
CVsbrq,We see a person sliding blue discs down a wooden table.,"['CVsbrq_njt.jpg', 'CVsbrq_giw.jpg', 'CVsbrq_bxg.jpg', 'CVsbrq_xwt.jpg']","[4, 3, 2, 1]"
cp09XB, The man then wets the sander and uses it along a set of skis.,"['cp09XB_frn.jpg', 'cp09XB_mjg.jpg', 'cp09XB_nlr.jpg', 'cp09XB_rqk.jpg']","[2, 4, 1, 3]"
